id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,DecisionTree,RandomForest,VotingClassifierSoft
381032,Female,49,1,28.0,0,> 2 Years,Yes,33891.0,4.0,98,1,1,1,1
381033,Male,45,1,8.0,0,1-2 Year,Yes,59035.0,7.0,204,0,1,1,1
381034,Male,44,1,15.0,1,1-2 Year,No,38161.0,26.0,27,0,0,0,0
381035,Male,55,1,40.0,1,1-2 Year,No,27843.0,26.0,296,0,0,0,0
381036,Female,22,1,11.0,1,< 1 Year,No,62889.0,152.0,295,0,0,0,0
381037,Female,21,1,17.0,0,< 1 Year,Yes,47778.0,152.0,291,0,1,1,1
381038,Female,50,1,47.0,0,1-2 Year,Yes,25808.0,124.0,282,0,1,1,1
381039,Female,26,1,21.0,1,< 1 Year,No,26798.0,152.0,280,0,0,0,0
381040,Female,75,1,28.0,0,> 2 Years,Yes,60958.0,26.0,256,0,1,1,1
381041,Female,41,1,28.0,0,1-2 Year,Yes,38534.0,122.0,145,0,1,1,1
381042,Female,21,1,24.0,0,< 1 Year,No,34567.0,152.0,260,0,1,1,1
381043,Female,64,1,28.0,0,1-2 Year,Yes,33563.0,122.0,73,0,1,1,1
381044,Male,47,1,28.0,1,1-2 Year,Yes,32039.0,124.0,117,0,0,0,0
381045,Female,29,1,41.0,1,< 1 Year,No,31309.0,152.0,176,0,0,0,0
381046,Male,28,1,18.0,1,< 1 Year,No,25666.0,152.0,259,0,0,0,0
381047,Female,21,1,36.0,1,< 1 Year,No,31611.0,160.0,78,0,0,0,0
381048,Female,52,1,8.0,1,1-2 Year,No,71915.0,7.0,233,0,0,0,0
381049,Male,22,1,36.0,1,< 1 Year,No,36720.0,152.0,26,0,0,0,0
381050,Female,26,1,33.0,1,< 1 Year,No,37091.0,152.0,151,0,0,0,0
381051,Female,27,1,46.0,1,< 1 Year,No,2630.0,160.0,44,0,0,0,0
381052,Female,24,1,8.0,1,< 1 Year,No,39478.0,152.0,210,0,0,0,0
381053,Male,54,1,28.0,0,1-2 Year,Yes,46342.0,26.0,158,0,1,1,1
381054,Female,25,1,1.0,1,< 1 Year,No,2630.0,152.0,148,0,0,0,0
381055,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,15.0,189,0,1,1,1
381056,Female,47,1,28.0,1,1-2 Year,No,32905.0,124.0,114,0,0,0,0
381057,Female,72,1,28.0,0,1-2 Year,Yes,42612.0,26.0,213,0,1,1,1
381058,Male,40,1,46.0,0,1-2 Year,Yes,27508.0,26.0,189,1,1,1,1
381059,Female,46,1,28.0,1,1-2 Year,No,26053.0,60.0,96,0,0,0,0
381060,Male,37,1,8.0,0,1-2 Year,Yes,28370.0,124.0,254,0,1,1,1
381061,Male,57,1,33.0,1,1-2 Year,No,38915.0,124.0,30,0,0,0,0
381062,Female,41,1,28.0,0,1-2 Year,Yes,37377.0,124.0,99,1,1,1,1
381063,Male,27,1,36.0,0,< 1 Year,Yes,47902.0,152.0,76,0,1,1,1
381064,Male,23,1,21.0,1,< 1 Year,No,22954.0,152.0,128,0,0,0,0
381065,Female,29,1,36.0,1,< 1 Year,No,2630.0,152.0,177,0,0,0,0
381066,Female,64,1,28.0,0,> 2 Years,Yes,58713.0,163.0,108,0,1,1,1
381067,Male,22,1,28.0,1,< 1 Year,No,29647.0,152.0,244,0,0,0,0
381068,Female,23,1,25.0,0,< 1 Year,Yes,2630.0,152.0,127,0,1,1,1
381069,Female,49,1,28.0,0,1-2 Year,Yes,61705.0,157.0,39,0,1,1,1
381070,Male,24,1,8.0,1,< 1 Year,No,38254.0,152.0,127,0,0,0,0
381071,Female,28,1,11.0,0,< 1 Year,Yes,2630.0,124.0,106,0,1,1,1
381072,Male,53,1,8.0,0,1-2 Year,Yes,31732.0,124.0,185,0,1,1,1
381073,Male,49,1,47.0,0,1-2 Year,Yes,43707.0,124.0,75,0,1,1,1
381074,Female,46,1,28.0,0,1-2 Year,Yes,34741.0,124.0,167,1,1,1,1
381075,Female,36,1,3.0,1,1-2 Year,No,21113.0,152.0,248,0,0,0,0
381076,Female,61,1,28.0,0,1-2 Year,Yes,43875.0,26.0,139,1,1,1,1
381077,Female,28,1,15.0,0,1-2 Year,No,52978.0,26.0,124,0,1,1,1
381078,Female,45,1,2.0,1,1-2 Year,No,34003.0,152.0,288,0,0,0,0
381079,Female,58,1,28.0,0,1-2 Year,Yes,39740.0,26.0,170,0,1,1,1
381080,Male,33,1,28.0,0,< 1 Year,Yes,69845.0,26.0,115,0,1,1,1
381081,Female,23,1,28.0,0,< 1 Year,Yes,38452.0,152.0,61,0,1,1,1
381082,Female,75,1,28.0,1,1-2 Year,No,51619.0,26.0,80,0,0,0,0
381083,Female,74,1,50.0,1,1-2 Year,No,35594.0,8.0,47,0,0,0,0
381084,Female,35,1,35.0,1,1-2 Year,No,28892.0,152.0,199,0,0,0,0
381085,Male,22,1,15.0,0,< 1 Year,No,28218.0,152.0,238,0,1,1,1
381086,Male,39,1,28.0,0,1-2 Year,Yes,30374.0,163.0,212,0,1,1,1
381087,Female,34,1,35.0,0,1-2 Year,Yes,2630.0,152.0,208,0,1,1,1
381088,Male,24,1,14.0,1,< 1 Year,No,34683.0,152.0,34,0,0,0,0
381089,Female,20,1,22.0,0,< 1 Year,No,35055.0,160.0,183,0,1,1,1
381090,Female,24,1,10.0,0,< 1 Year,Yes,47526.0,151.0,136,0,1,1,1
381091,Male,47,1,35.0,1,1-2 Year,No,37589.0,124.0,144,0,0,0,0
381092,Male,71,1,28.0,1,1-2 Year,No,43369.0,26.0,43,0,0,0,0
381093,Male,38,1,28.0,1,1-2 Year,No,2630.0,124.0,130,0,0,0,0
381094,Female,22,1,28.0,1,< 1 Year,No,59216.0,152.0,279,0,0,0,0
381095,Female,47,1,20.0,0,1-2 Year,Yes,2630.0,26.0,84,0,1,1,1
381096,Male,52,1,28.0,0,1-2 Year,Yes,38323.0,124.0,69,0,1,1,1
381097,Female,49,1,10.0,0,1-2 Year,Yes,34541.0,26.0,44,0,1,1,1
381098,Female,38,1,28.0,0,1-2 Year,Yes,52742.0,26.0,165,1,1,1,1
381099,Female,68,1,33.0,0,> 2 Years,Yes,36326.0,26.0,196,0,1,1,1
381100,Female,51,1,28.0,0,1-2 Year,Yes,44504.0,26.0,71,0,1,1,1
381101,Female,29,1,28.0,0,< 1 Year,Yes,49007.0,124.0,137,0,1,1,1
381102,Female,70,1,28.0,0,> 2 Years,Yes,50904.0,122.0,215,0,1,1,1
381103,Female,25,1,41.0,1,< 1 Year,Yes,2630.0,152.0,102,0,0,0,0
381104,Male,47,1,50.0,0,1-2 Year,Yes,39831.0,26.0,235,0,1,1,1
381105,Male,74,1,26.0,1,1-2 Year,No,30170.0,26.0,88,0,0,0,0
381106,Male,30,1,37.0,1,< 1 Year,No,40016.0,152.0,131,0,0,0,0
381107,Male,21,1,30.0,1,< 1 Year,No,35118.0,160.0,161,0,0,0,0
381108,Female,68,1,14.0,0,> 2 Years,Yes,44617.0,124.0,74,0,1,1,1
381109,Male,46,1,29.0,0,1-2 Year,No,41777.0,26.0,237,0,1,1,1
